budget,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,vote_average,vote_count,cast,director,year,month,return_rate,History,Documentary,Crime,Thriller,Foreign,War,Adventure,Western,Music,Mystery,Action,Comedy,Science Fiction,Romance,Fantasy,Drama,Animation,Family,Horror,suomi,Somali,اردو,Pусский,فارسی,Polski,Română,తెలుగు,Deutsch,Latin,ελληνικά,Português,Español,العربية,English,Український,Hrvatski,Magyar,Cymraeg,தமிழ�?Dansk,isiZulu,Afrikaans,हिन्दी,shqip,Bahasa indonesia,普通话,Català,Galego,Slovenčina,қазақ,Italiano,Français,Nederlands,Türkçe,বাংল�?български език,Kiswahili,svenska,Gaeilge,Srpski,Eesti,한국�?조선�?No Language,ਪੰਜਾਬੀ,Esperanto,پښتو,Tiếng Việt,עִבְרִית,广州�?/ 廣州�?Norsk,日本�?ภาษาไท�?Český,Íslenska,L1,L2,L3,L4,L5,L6
50000000,"['halloween', 'friendship', 'supernatural', 'afterlife', 'friends', 'danger', 'ghost', 'disorder', 'young heroes', 'imaginary', 'supernatural ability', 'mischievous children']","Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",19.830132,"['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",['United States of America'],1995/5/26,287928194,100,Get an afterlife,6,1019,"[""['Christina Ricci'"", "" 'Bill Pullman'""]",Brad Silberling,1995,5,475.856388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['corruption', 'assassin', 'hostage', 'fbi', 'hitman', 'russian', 'security camera', 'sadism', 'vigilante', 'sociopath', 'revenge', 'suspense', 'organized crime', 'gore', 'gangster', 'violence', 'teenage prostitute', 'commando', 'interrogation', 'surveillance', 'ex soldier', 'faked death', 'loner', 'call girl', 'black ops', 'hand to hand combat', 'mysterious past']","In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by �?he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",79.922059,"['Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'Mace Neufeld Productions', 'LStar Capital', 'Lonetree Entertainment']",['United States of America'],2014/9/24,192330738,132,What do you see when you look at me?,7.1,2954,"[""['Denzel Washington'"", "" 'Marton Csokas'""]",Antoine Fuqua,2014,9,249.6922509,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['hotel', 'politician', 'mistaken identity', 'maid', 'class differences', 'single mother', 'public relations', 'maid uniform', 'hotel clerk', 'wealth differences']","Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",19.738215,['Red Om Films'],['United States of America'],2002/12/13,154906693,105,,5.6,485,"[""['Jennifer Lopez'"", "" 'Ralph Fiennes'""]",Wayne Wang,2002,12,181.6485327,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53000000,"['submarine', 'mutiny', 'russia', 'missile', 'nuclear missile', 'embassy', 'u.s. navy', 'battle for power', 'torpedo', 'military', 'moral dilemma', 'post cold war', 'aircraft carrier', 'chain of command', 'launch code', 'sonar']","On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",20.334629,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],1995/5/12,157387195,116,Danger runs deep.,7,498,"[""['Denzel Washington'"", "" 'Gene Hackman'""]",Tony Scott,1995,5,196.9569717,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['san francisco', 'single parent', 'homeless person', 'bus', 'worker', 'homelessness', 'work', 'church service', 'bad luck', 'biography', 'salesman', 'stockbroker']","The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,"['Columbia Pictures Corporation', 'Escape Artists', 'Relativity Media', 'Overbrook Entertainment']",['United States of America'],2006/12/14,307077295,117,,7.7,2525,"[""['Will Smith'"", "" 'Jaden Smith'""]",Gabriele Muccino,2006,12,458.3223545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55000000,"['berlin', 'loss of father', 'airplane', 'baby-snatching']","A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.",32.05145,"['Imagine Entertainment', 'Touchstone Pictures']",['United States of America'],2005/9/22,223387299,98,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,6.1,772,"[""['Jodie Foster'"", "" 'Peter Sarsgaard'""]",Robert Schwentke,2005,9,306.1587255,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55000000,"['employee', 'workplace', 'sexual harassment', 'intrigue']","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",15.064058,"['Warner Bros.', 'Baltimore Pictures']",['United States of America'],1994/12/9,214015089,123,Sex Is Power.,5.9,210,"[""['Michael Douglas'"", "" 'Demi Moore'""]",Barry Levinson,1994,12,289.1183436,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['suicide', 'angel', 'life and death', 'desperation', 'operation', 'heaven', 'faith', 'afterlife', 'los angeles', 'interspecies romance']","When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",21.272734,"['Atlas Entertainment', 'Regency Enterprises', 'Monarchy Enterprises B.V.', 'Warner Bros.', 'Taurus Film']","['United States of America', 'Germany']",1998/4/10,198685114,114,She didn't believe in angels until she fell in love with one.,6.4,529,"[""['Nicolas Cage'"", "" 'Meg Ryan'""]",Brad Silberling,1998,4,261.2456618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,"['japan', 'coma', 'martial arts', 'kung fu', 'underworld', 'yakuza', 'sword', 'bride', 'revenge', 'gore', 'female yakuza', 'blood', 'wedding', 'samurai sword', 'part animation']","An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle �?but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",79.754966,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America'],2003/10/10,180949000,111,Go for the kill.,7.7,4949,"[""['Uma Thurman'"", "" 'Lucy Liu'""]",Quentin Tarantino,2003,10,503.1633333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30000000,"['brother brother relationship', 'swordplay', 'katana', 'mother role', 'rage and hate', 'daughter', 'right and justice', 'single', 'aftercreditsstinger', 'duringcreditsstinger']","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do �?but kill Bill.",50.622607,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America'],2004/4/16,152159461,136,The bride is back for the final cut.,7.6,3948,"[""['Uma Thurman'"", "" 'David Carradine'""]",Quentin Tarantino,2004,4,407.1982033,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55000000,"['prisoner', 'war on drugs', 'los angeles']","Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.",22.787667,['Warner Bros.'],['United States of America'],1989/12/22,63408614,104,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.,6.1,458,"[""['Sylvester Stallone'"", "" 'Kurt Russell'""]",Andrei Konchalovsky,1989,12,15.28838909,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['jealousy', 'beauty', 'immortality', 'rivalry', 'potion', 'drinking']","Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",29.498304,['Universal Pictures'],['United States of America'],1992/7/30,149022650,104,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,6.3,636,"[""['Meryl Streep'"", "" 'Bruce Willis'""]",Robert Zemeckis,1992,7,170.9502727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['princess', 'sioux', 'travel', 'rescue', 'native american', 'chinese', 'cowboy', 'duringcreditsstinger', '19th century']","Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.",25.400935,"['Spyglass Entertainment', 'Roger Birnbaum Productions', 'Touchstone Pictures']","['Hong Kong', 'United States of America']",2000/5/26,56932305,110,The old west meets the far east.,6.2,735,"[""['Jackie Chan'"", "" 'Owen Wilson'""]",Tom Dey,2000,5,3.513281818,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['bomb', 'ransom', 'hostage', 'airplane', 'hijacking', 'terror cell', 'special unit', 'deception', 'rescue', 'covert operation', 'disaster', 'shootout', 'terrorism', 'explosion', 'violence', 'surveillance', 'night vision goggles', 'flight attendant', 'intelligence agent', 'flashback', 'hand to hand combat', 'nerve gas']","Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",17.231675,"['Silver Pictures', 'Warner Bros.']",['United States of America'],1996/3/15,121969216,133,Fasten your seat belts,5.8,256,"[""['Kurt Russell'"", "" 'Steven Seagal'""]",Stuart Baird,1996,3,121.7622109,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['taxi', 'restaurant', 'zoo', 'penguin', 'ex husband', 'little boy', 'zookeeper', 'doorman', 'ride', 'bird hatching', 'aftercreditsstinger', 'duringcreditsstinger']","Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable�?penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland �?and the rest of his world upside-down.",32.835777,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Dune Entertainment III']",['United States of America'],2011/6/17,187361754,94,,5.7,751,"[""['Jim Carrey'"", "" 'Carla Gugino'""]",Mark Waters,2011,6,240.6577345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['tempel', 'shaolin', 'teenager', 'urination', 'staff', 'warrior', 'monkey king']","An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",17.097041,"['Casey Silver Productions', 'China Film Co-Production Corporation', 'Huayi Brothers', 'Relativity Media']","['China', 'United States of America']",2008/4/18,127906624,104,The battle for eternity is the fantasy of a lifetime.,6.3,461,"[""['Jackie Chan'"", "" 'Jet Li'""]",Rob Minkoff,2008,4,132.5574982,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['holiday', 'thanksgiving', 'freedom', 'duringcreditsstinger', '3d']","In this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.",14.414937,"['Reel FX Creative Studios', 'Relativity Media']",['United States of America'],2013/10/30,110000000,91,Hang On To Your Nuggets,5.7,254,"[""['Owen Wilson'"", "" 'Woody Harrelson'""]",Jimmy Hayward,2013,10,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,"['prison', 'android', 'spacecraft', 'space marine', 'imprisonment', 'space colony', 'space travel', 'rottweiler', 'dystopia', 'sequel', 'alien', 'redemption', 'outer space', 'planet', 'shaved head', 'crash landing', 'impregnation', 'penal colony', 'furnace', 'suspended animation', 'xenomorph']","After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",45.856409,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","['United Kingdom', 'United States of America']",1992/5/22,159773545,114,The bitch is back.,6.2,1633,"[""['Sigourney Weaver'"", "" 'Charles S. Dutton'""]",David Fincher,1992,5,219.54709,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['prostitute', 'deification', 'dancehall hostess', 'perónism', 'argentine president', 'rise to power', 'singing narrator', 'soccer ball']","The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.",7.027139,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']","['United States of America', 'Hungary']",1996/12/14,141047179,134,The Most Anticipated Motion Picture Event of The Year,5.9,120,"[""['Madonna'"", "" 'Antonio Banderas'""]",Alan Parker,1996,12,156.4494164,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['paris', 'france', 'arms deal', 'audi', 'impostor', 'case', 'violence', 'ice skating', 'computer expert', 'ex kgb', 'preparation', 'hit with a car door', 'cellular phone trace', 'merry go round']","A briefcase with undisclosed contents �?sought by Irish terrorists and the Russian mob �?makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",32.657488,"['United Artists', 'FGM Entertainment']","['France', 'United Kingdom', 'United States of America']",1998/9/25,41610884,122,Your ally could become your enemy.,6.7,658,"[""['Robert De Niro'"", "" 'Jean Reno'""]",John Frankenheimer,1998,9,-24.34384727,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,"['africa', 'lion', 'bridge', 'based on true story', 'kenya', 'animal attack', 'lion attack', 'colonialism', 'swahili']","Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",12.46525,"['Constellation Films', 'Paramount']","['Germany', 'United States of America']",1996/10/11,75000000,109,Prey For The Hunters,6.4,236,"[""['Michael Douglas'"", "" 'Val Kilmer'""]",Stephen Hopkins,1996,10,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['england', 'train station', 'based on novel', 'bear', 'anthropomorphism', 'talking to animals', ""children's book""]","A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",39.882276,"['The Weinstein Company', 'StudioCanal', 'TF1 Films Production', 'Canal+', 'Heyday Films', 'Ciné+', 'Anton Capital Entertainment (ACE)', 'TF1', 'Amazon Prime Instant Video']",['United Kingdom'],2014/11/27,259207227,95,The Adventure Begins,7,883,"[""['Nicole Kidman'"", "" 'Peter Capaldi'""]",Paul King,2014,11,371.2858673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68000000,"['usa', 'sterility', 'castration', 'marriage', 'friendship', 'alien', 'suburb', 'alien invasion', 'death', 'teenage daughter', 'neighborhood watch', 'creepy neighbor']","Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",39.395881,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', '21 Laps Entertainment', 'Dune Entertainment III', 'Big Screen Productions', 'Down Productions']",['United States of America'],2012/7/26,68267862,98,Got Protection?,5.3,881,"[""['Ben Stiller'"", "" 'Vince Vaughn'""]",Akiva Schaffer,2012,7,0.393914706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['hunter', 'fbi', 'knife', 'balkan war', 'woods', 'psychopathic killer', 'slaughter', 'survivalist', 'maniac', 'special forces', 'killing spree', 'combat', 'ex soldier', 'dark past', 'manhunt', 'gory violence']","In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",8.634954,"['Lakeshore Entertainment', 'Alphaville Films']",['United States of America'],2003/3/11,34234008,94,Some men should not be found.,6,189,"[""['Tommy Lee Jones'"", "" 'Benicio del Toro'""]",William Friedkin,2003,3,-37.75634909,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['sex', 'dancer', 'martial arts', 'cook', 'stripper', 'love', 'bully', 'hollywood', 'twins', 'flashback', 'freak', 'actor', 'anxiety', 'conjoined', 'siamese']","In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",8.802525,"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']",['United States of America'],2003/12/10,33828318,118,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",5.1,188,"[""['Matt Damon'"", "" 'Greg Kinnear'""]",Bobby Farrelly,2003,12,-38.49396727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,"['rivalry', 'stop motion', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']","The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",23.700759,"['Columbia Pictures', 'Aardman Animations', 'Sony Pictures Animation']",['United Kingdom'],2012/3/12,118338361,88,It's A Plunderful Life,6.4,374,"[""['Hugh Grant'"", "" 'Brendan Gleeson'""]",Peter Lord,2012,3,97.23060167,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,"['corruption', 'mother', 'nudity', 'minister', 'power', 'public', 'government', 'police', 'reunion', 'murder', 'conspiracy', 'los angeles', 'missing', 'mother love', 'criticism']","Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",27.50916,"['Imagine Entertainment', 'Malpaso Productions', 'Relativity Media']",['United States of America'],2008/1/30,113020255,141,"To find her son, she did what no one else dared.",7.3,1131,"[""['Angelina Jolie'"", "" 'Jeffrey Donovan'""]",Clint Eastwood,2008,1,105.4913727,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
